CONFERENCE_EVENT,"Coney Island is calling!
Spend the Summer working at Luna Park in Coney Island!
Come to the Luna Park Job Fair
Friday, February 26th 10am ‰ÛÒ 6pm
B&B Carousell
Located on the Boardwalk between Kensington Walk and the Parachute Jump.
Visit our Employment page for a list of current opportunities:
LunaParkNYC.com/about/employment
*Please note that all candidates must be 18 years of age or older,
and must bring an updated copy of their resume in order to be interviewed.*
For more information, contact us at 718-373-5862 or Info@LunaParkNYC.com",1,CONFERENCE_EVENT

ART_EVENT,"The Bishop Gallery cordially invites you to the Opening Reception for ‰ÛÏYenovk der Hagopian: The Untold Story of An Armenian American Artist.‰Ûù The Opening will take place on the 100th anniversary of the Armenian Genocide, on Friday April 24th, 2015 from 6pm to 10pm.

The Bishop Gallery and the estate of Yenovk der Hagopian will launch a global tour
 exhibiting a variety of his works and commemorating the life of the Armenian American artist and musician. Der Hagopian was a painter, sculptor and singer who pulled from his experiences in Armenia for his compositions. The Bishop exhibition will display 25 plus works including paintings on canvas, metal engravings, wood carvings and his Armenian Folk album. His work, which serves as a history lesson on Armenian culture, will be displayed for all to see nearly 50 years after his death in 1966. The Armenian General Benevolent Union first exhibited his work in 1967; this event will be Yenovk‰Ûªs second posthumous solo exhibition.


Please RSVP at:

@[NjQyMTgzOTU5MjA4MTA3Omh0dHBzXGEvL3d3dy5ldmVudGJyaXRlLmNvbS9lL3llbm92ay1kZXItaGFnb3BpYW4tdGhlLXVudG9sZC1zdG9yeS1vZi1hbi1hcm1lbmlhbi1hbWVyaWNhbi1hcnRpc3QtdGlja2V0cy0xNjY0Mjc1MTkxOTo6:@[NjQyMTgzOTU5MjA4MTA3Omh0dHBzXGEvL3d3dy5ldmVudGJyaXRlLmNvbS9lL3llbm92ay1kZXItaGFnb3BpYW4tdGhlLXVudG9sZC1zdG9yeS1vZi1hbi1hcm1lbmlhbi1hbWVyaWNhbi1hcnRpc3QtdGlja2V0cy0xNjY0Mjc1MTkxOTo6:@[NjQyMTgzOTU5MjA4MTA3Omh0dHBzXGEvL3d3dy5ldmVudGJyaXRlLmNvbS9lL3llbm92ay1kZXItaGFnb3BpYW4tdGhlLXVudG9sZC1zdG9yeS1vZi1hbi1hcm1lbmlhbi1hbWVyaWNhbi1hcnRpc3QtdGlja2V0cy0xNjY0Mjc1MTkxOTo6:@[NjQyMTgzOTU5MjA4MTA3Omh0dHBzXGEvL3d3dy5ldmVudGJyaXRlLmNvbS9lL3llbm92ay1kZXItaGFnb3BpYW4tdGhlLXVudG9sZC1zdG9yeS1vZi1hbi1hcm1lbmlhbi1hbWVyaWNhbi1hcnRpc3QtdGlja2V0cy0xNjY0Mjc1MTkxOTo6:https://www.eventbrite.com/e/yenovk-der-hagopian-the-untold-story-of-an-armenian-american-artist-tickets-16642751919]]]]


We sincerely hope you can join us for this historic event. However, if your schedule does not permit, the exhibit opens to the public on April 24th and concludes on June 20th. 

Thanks in advance for your time. 

Best Regards,",1,ART_EVENT

ART_EVENT,"Please join us!
 Friday, February 13th, 2015
 6-11p.m. 
for ""ART-STAR"" weekend!
 Come see some of your favorite artist as they display some of your favorite players like you've never seen before!

Art work by:
Juan Carlos Pinto
Zeph Farmby
Kabriah asha
Ronald Draper
Hash
Huetek
Christopher Franks plus more!",1,ART_EVENT

ART_EVENT,"Saturday, September 20th, 2014
 5 - 9pm
Celebrating the life and 20th anniversary of the late great Notorious BiG's debut album 'Ready to Die'.
Curated by Brooklyn's own DJ Clark Kent. @Djclarkkent

The Bishop916 Bedford Ave. Bedstuy, NY 11205.
3 blocks from G train Bedford/Nostrand stop.

www.Bishoponbedford.com
@Bishoponbedford",1,ART_EVENT

MUSIC_EVENT,"Mule Kick Returns This Tuesday, April 26th, TO WELCOME BACK MR. Frank Ferrer!!! NO COVER AS ALWAYS. TWO SETS STARTING AROUND 9PM.",1,MUSIC_EVENT

NIGHTLIFE,"Brooklyn, we're coming back in 2017. This time we will be at BROOKLYN BOWL on April 28th. New event page here >
https://www.facebook.com/events/309971219405271/

Fri, April 28th at Brooklyn Bowl - 61 Wythe Ave, Brooklyn, NY 11249. The ultimate 80s jam ‰ÛÒ That BIG 80s Party. DJ Dave Paul from San Francisco will break down the 80s and reconstruct the decade at Brooklyn Bowl.

* tickets go on sale Jan 27th

Cabbage Patch Kids, Rubik's Cube, Live Aid, Flashdance, Purple Rain, Beat Street, Yo MTV Raps, spandex, leggings & shoulder pads! If you grew up in the 80's come by and relive the decade and if you weren't around in the 80's come experience what you missed. Bust out your retro gear be it new wave, punk or hip-hop and come have some fun. More info at http://bit.ly/1980_1989

DJ Dave Paul began his music career in 1984, starting as a mobile dj and evolving into a prominent college radio dj, club dj, and remixer in San Francisco. In 1991 he launched the now legendary publication The Bomb Hip-Hop Magazine and in 1995 Paul transformed the magazine into a record label. The company was named ""one of the fifteen independent labels that matter"" according to Rolling Stone and the labels Return of the DJ series was ranked by Spin Magazine as #25 in their ""The 90 Greatest Albums of the 90's"" (Sept. 1999 issue), receiving a higher rating than Gold & Platinum albums by Lauryn Hill, Pearl Jam, Metallica, Green Day and Fatboy Slim. Dave Paul has appeared on the front cover of Billboard magazine and is featured in the motion picture Scratch. Mr. Paul has dj'ed throughout the US, toured Europe, released over 100 projects on his record label and currently produces theme parties including That BIG 80s Party.",0,NIGHTLIFE

MUSIC_EVENT,Sunday afternoon party continues! $10 cover,1,MUSIC_EVENT

MUSIC_EVENT,"Wendigo Productions NY is proud to present a night of rockabilly fun! This is also Sean Coleman and The Quasars record release show!


SEAN COLEMAN AND THE QUASARS 
https://www.facebook.com/SeanColemanandtheQuasars/?fref=ts

SHOTS FIRED (WITH MEMBERS OF MAPS TO ATLANTIS)

SUSQUEHANNA INDUSTRIAL TOOL AND DIE CO.
https://www.facebook.com/sitanddieco/?fref=ts

THE OMEGA MEN
https://www.facebook.com/theomegamenband/

DOORS - 8:00
Tix $10
21 & Over With ID.",1,MUSIC_EVENT

MUSIC_EVENT,"The Next Generationof the Blues comes to Brooklyn
Fri Feb 26th - 
8pm",1,MUSIC_EVENT

SPORTS_EVENT,"This Superbowl Sunday we'll be projecting the game AND showing it on all 7 TV's in HD! You'll never miss a moment.

With our massive bourbon list and beers on tap you won't be without options, and as always we'll be serving up some of Brooklyn's best BBQ with our new pitmaster Nestor Laracuente.

RIBS, nuff said.

To reserve a table for you and your friends email: james@blackswannyc.com",0,SPORTS_EVENT

NIGHTLIFE,LIVE ROCK AND ROLL BAND KARAOKE!!!,0,NIGHTLIFE

NIGHTLIFE,"Ring in the New Year at Beast of Bourbon. New Years Eve Bash featuring Liza Colby Sound, Mule Kick, The Sweet Things and Special Surprise guests!!! $25 includes 4 Bands and Complimentary Champagne at MIdnight.",0,NIGHTLIFE

NIGHTLIFE,FREE DANCE LESSONS AND LIVE SALSA BAND,0,NIGHTLIFE

MUSIC_EVENT,"Join us for Radio Free Brooklyn's first Holiday party where Santa will be awarding the prizes to the winner and runners up of our Scavenger Hunt. Radio Free Brooklyn's own Gabrielle St. Evensen will be your MC, while RFB show hosts Jim Melloan, Jaime Arroyo and Rommel Wood will be spinning vinyl and Erica Elishama's band MISS ANTHROPICA will be performing. Expect great BBQ, cold draft beer and other libations, hot company, and an amazing time!",1,MUSIC_EVENT

MUSIC_EVENT,LIVE MUSIC!!  Afro-Cuban night at Beast of Bourbon. Free salsa dancing lessons and live Afro-Cuban Band.,1,MUSIC_EVENT

FESTIVAL_EVENT,"BEAST OF BOURBON IS GOING BIG FOR THE 4TH THIS YEAR! BEER, BOOZE, AND FOOD SPECIALS ALL DAY. LIVE BANDS TO DANCE TO AND MORE WHISKEY THAN YOU'LL KNOW WHAT TO DO WITH.",1,FESTIVAL_EVENT

NIGHTLIFE,Every Thursday R N B and Soul Music all night Beast of Bourbon,0,NIGHTLIFE

NIGHTLIFE,"Games all night and group trivia starts at 8pm!! Get your team together, grab a bucket of beer and see how y'all stand up to Brooklyn's finest.",0,NIGHTLIFE

NIGHTLIFE,Come and belt out some tunes every Tuesday in the Flying V!!!,0,NIGHTLIFE

NIGHTLIFE,Live music at 9pm. Beer/Tequila specials all night!! Karaoke in The Flying V @ 10pm.,0,NIGHTLIFE

MUSIC_EVENT,Some of the best musicians on the Planet come together @ Beast of Bourbon every Tuesday!!,1,MUSIC_EVENT

NIGHTLIFE,"Order tickets via Eventbrite:

@[NjQyMTgzOTU5MjA4MTA3Omh0dHBcYS8vbWF5cGFjYmsuZXZlbnRicml0ZS5jb20vP2FmZj1lZmJldmVudDo6:http://maypacbk.eventbrite.com/?aff=efbevent]



The Fight of the Century! Join us and our 8 HD TV's and Huge Projection screen, 46 draft lines, best BBQ in Brooklyn and 200+ American Whiskeys.  We'll have beer and food specials all night long, 2 bars and a great fight atmosphere!",0,NIGHTLIFE

SPORTS_EVENT,Watch the Kentucky Derby at Beast of Bourbon. Frozen Mint Julep's all day!!,0,SPORTS_EVENT

MEETUP,"Open to all alumni and their guests.
50th Reunion celebrating the Class of 1966.

Reignite your creative passions. Reunite with classmates, beloved faculty, and staff. Meet current students and network with alumni in your field. Come back and see for yourself how much Pratt has changed since you graduated!

Open to all alumni and their guests
Pratt Brooklyn Campus
200 Willoughby Avenue
Brooklyn, NY 11205

To register and for more information including a full schedule of events, visit www.pratt.edu/AlumniDay. 
Registration is required. Online registration will be available through September 9.

Check out the highlights from the 2015 Alumni Day and Reunion here: http://bit.ly/2bhbFWu

If you have any questions, please contact the Office of Alumni Relations at 718.636.4447 or alumni@pratt.edu.

www.facebook.com/prattalumni
#PrattAlumniDay
#PrattReunion",0,MEETUP

ART_EVENT,"The Office of Alumni Relations presents alumnus George Kalinsky, class of '58, the award-winning photographer for Madison Square Garden and Radio City Music Hall, who will sit down with Stephen Hilger, Chair of Pratt Institute‰Ûªs Photography Department, for a ""Creative Conversation"" in the Katharine L. McKenna Screening Room in the Film/Video Building. 

Over the course of his illustrious career, Kalinsky has photographed cultural and political icons including Frank Sinatra, Muhammad Ali, former President Bill Clinton, and the Dalai Lama. His photographs of Elvis Presley, John Lennon, The Rolling Stones, Elton John, and Stevie Wonder are on permanent display in the Rock & Roll Hall of Fame.

RSVP at alumniev@pratt.edu.

Image: George Kalinsky, ""Muhammad Ali takes a short break from training at the 5th Street Gym, Miami"" (1966).",1,ART_EVENT

ART_EVENT,"Pratt Presents A President‰Ûªs Lecture Series Event with Vik Muniz

With Spencer Bailey, Editor-in-Chief of Surface
Co-presented by Surface and Pratt School of Art‰Ûªs Fine Arts and Photography Departments

Monday, May 2, 6:30 PM
Memorial Hall Auditorium
Pratt Brooklyn Campus, 200 Willoughby Avenue

Free and open to the public; reservations are required.

Don‰Ûªt miss this special President‰Ûªs Lecture Series evening featuring renowned Brazilian artist and photographer Vik Muniz. A creative visionary whose work is infused with social consciousness, Muniz has been nominated as a Goodwill Ambassador by UNESCO and was the subject of the acclaimed Oscar-nominated documentary Waste Land (2010). The artist will talk about his life, work, and various projects with Spencer Bailey, editor-in-chief of Surface magazine.",1,ART_EVENT

MOVIE_EVENT,"A screening of the upcoming HBO documentary and a talk with the directors 

Film screening at 6:30 PM; talk immediately following 

Please join us for a special preview of the upcoming HBO Documentary Films production Mapplethorpe: Look at the Pictures, a definitive portrait of the provocative artist and Pratt alumnus, which debuts April 4, exclusively on HBO. Immediately following the screening the filmmakers, Fenton Bailey and Randy Barbato will speak about the film and their work. Mapplethorpe: Look at the Pictures debuts in conjunction with simultaneous retrospectives at The Getty Museum and The Los Angeles County Museum of Art.

Co-presented by Pratt‰Ûªs Photography program and Film/Video program.

This event is free and open to the public. Reservations are required. To RSVP, please click on ""Ticket URL.""",1,MOVIE_EVENT

FITNESS,"Details
It is a privilege and honor from my years of experience to be able to share the knowledge I've obtained from all over the world and techniques I have learned from my teachers with others. I believe in the unbounded power of Yoga to improve the quality of all aspects of students' lives from physical conditioning to the healing of trauma. So whether you are looking to get in better shape, or redirecting a positive flow of energy within your body, I am excited to practice with you. 

This will be a donation based event. 
However, half the proceeds will be going to my friends from the Pine Ridge Indian Reservation, so feel free to be generous if you can.

Open to all amounts of yoga asana (posture) experience. Particular focus will be placed on synchronizing breath with movement, as well as, customized alignment.

There will also be a short meditation session after this class.

The address is at Loft172, 166 Classon ave, Brooklyn NY

Come, bring friends & be the change!

Love & Light",0,FITNESS

DINING_EVENT,"Come one, come all WEAR YELLOW OR GREEN to join in on the ""after lunch"" celebration of a tremendous move towards unity in Guyana.
 This Saturday at 2pm, come by for great food, drinks, company and good music as we  celebrate the victory of A Partnership for National Unity and Alliance for Change (APNU+AFC). It's a time to recognize, love, and celebrate the many faces of Guyana!",0,DINING_EVENT

SPORTS_EVENT,"This Saturday witness history at The Hills Lounge when Mayweather and Pacquiao meet for the fight of the century!!!

Wings & Beer Specials Will Be In Effect

Grab your friends, and get ready for the trash talking, the noise, the energy, the love, and most importantly, THE FUN!!

$20ADM. 
DOORS OPEN AT 8PM.
BE THERE!!!",0,SPORTS_EVENT

SHOPPING,"Take delivery in time for Thanksgiving! Easy Credit, NO MONEY DOWN, Fast Delivery! 4717 Church Ave, Bklyn - 718-282-4400",0,SHOPPING

THEATER_EVENT,TEAM LOFT IS BACK AT IT AGIAN WITH THE 3RD SIP AND PAINT EVENT THURSDAY DEC 1ST FROM 8PM-10PM!!!! COME SIP AND PAINT AND  HAVE A FUN NIGHT WITH THE AMAZING NATHAN J TAYLOR. FREE COCKTAILS AND APPETIZER WITH YOUR TICKET PURCHASE OF $37...TICKET WILL BE AVAILABLE ON EVENTBRITE STARTING FROM TONIGHT. HAVE ANY QUESTION ABOUT THIS ?? PLEASE DM OR EMAIL US,1,THEATER_EVENT

MEETUP,"Join us for a special tour of the oldest honors program in the CUNY (The City University of New York) system. Get details on the academic and financial benefits of membership in a curriculum that serves as a model for honors programs across the country.

Thursday, November 3, 2016, 6 p.m.
Brooklyn College Honors Academy 
2231 Boylan Hall

For details and travel directions, and to RSVP, please visit bit.ly/FAC_S16.",0,MEETUP

MEETUP,"We're opening our doors! Join us for our Fall 2016 Undergraduate Open House to learn about more than 130 bachelor‰Ûªs degree programs. 

You'll get an opportunity to meet with our faculty, staff, and current students for an insider‰Ûªs view of the college. Talk internships and preparing for a career with our Magner Career Center-Brooklyn College And we know what matters: Get the details you need about our admission process, financial aid, and scholarships. 

Register today to attend! For details and travel directions, and to RSVP, please visit bit.ly/FAC-UG16.",0,MEETUP

MEETUP,"It's our Fall 2016 Graduate Open House!

Stop by the campus to explore our 87 master‰Ûªs degree and advanced certificate programs. You'll get a chance to meet with our faculty, staff, and current students for an insider‰Ûªs view of the college, as well as learn about our admission process and financial aid and scholarship opportunities. 

Let us know you'll be coming by registering. For details and travel directions, and to RSVP, please visit bit.ly/FAC_G16.

Remember: The $125 graduate application fee will be waived for attendees who sign in at the event!",0,MEETUP

MEETUP,"It's our Honors Open House!

Learn about more than 130 bachelor‰Ûªs degree programs, as well as our exclusive advisement, internship, research, scholarship, and study abroad opportunities designed for gifted students like you.

Brooklyn College Honors Open House 
Wednesday, October 5, 2016, 6 p.m.
Woody Tanger Auditorioum, Brooklyn College Library

For details, travel directions, and to RSVP, visit bit.ly/FAC_H16.",0,MEETUP

LECTURE,"You are invited to join an informal webchat about the Feirstein Graduate School of Cinema at Steiner Studios. Feirstein is the first public graduate film school in New York City and the only film school in America to be built on a working film lot.

The Feirstein Academic Program Manager and the Director of Graduate Admissions will discuss the School's innovative MFA and MA film programs, the purpose-built facility at Steiner Studios, admissions, scholarships and much more. During the session you may submit questions through live webchat.

When? Thursday, January 7th, 1.00-2.00 p.m. (EST).
Simply click on https://bluejeans.com/333980531 (or cut-and-paste this link into your internet browser).

We look forward to meeting you online.",1,LECTURE

LECTURE,"You are invited to attend an online information session to explore the Feirstein Graduate School of Cinema at Steiner Studios. Feirstein is the first public graduate film school in New York City and the only film school in America to be built on a working film lot.

Join the Feirstein Academic Program Manager and the Director of Graduate Admissions to discuss the School's innovative MFA and MA film programs, the purpose-built facility at Steiner Studios, admissions, scholarships and much more. During the session you may submit questions through live webchat.

When? Tuesday, November 24th, 1.00-2.00 p.m. (EST).
Simply click on https://bluejeans.com/525339819 to participate.",1,LECTURE

NEIGHBORHOOD,Rain or Shine!,0,NEIGHBORHOOD

FESTIVAL_EVENT,Join us from 11am-3pm,1,FESTIVAL_EVENT

DINING_EVENT,"Masquerade Halloween party @ Naive ! Share this event and get a FREE shot of house infused liquor! 

House band!
DJ!
Poison cocktails! 
Fun!

We are so excited to celebrate our first Halloween! If you haven't been to Naive yet you are in for a treat! Our place has a viiiiibe! 
Live music to enjoy! And after the dapper Yahya Jeffries-El will be spinning throughout the night! There is a full kitchen with tapas style food and updated menu! Delicious cocktails to enjoy! 
No cover!
So, put a mask on and come!!!",0,DINING_EVENT

ART_EVENT,"‰ÛÏOne splendid artist, Anton Petrov, loves walking the streets of St. Petersburg always in search of the absolute; letting himself to soak into the atmosphere of many colors, shapes
and dynamics of ever changing city‰Ûù‰Û_ 

Being just a little child, Anton would express a great interest to the fine art. The inception of that enthusiasm still noted in some of his recent works: the way he conveyed his vision - beautiful strokes of expressionism are mesmerizing
indeed! Especially it is well distinctive in his painting ‰ÛÏPortugal‰Ûªs port‰ÛÏ and ‰ÛÏThe Dream‰Ûù.

After Anton‰Ûªs realization that the Art is his true call, he went to the Russian Academy of Arts in one of the most sophisticated cities ‰ÛÒ St. Petersburg. As any artist, he has a unique way of sharing his thoughts with the world on the canvas. Some of his
life statements certainly have influenced it: ‰ÛÏInspiration is a very elusive phenomenon, you simply have to love the feel of the brush in your hand to keep creating‰Ûù and ‰ÛÏFearless process of daydreaming and work‰Û_‰Ûù- that is where we find Realism theme in his works, such as ‰ÛÏA girl with apples‰Ûù, ‰ÛÏThe Hunters‰Ûù.

During his years in Academy Anton has always been very vigorous and diligent. He participated in over a 10 big art competitions that brought him an awards and certain fame. Because of such hard work and talent, part of the artist‰Ûªs paintings were succefully sold to some private house collections in Russia.

As it is appropriate for any artistic spirit, Anton followed his art-fervor to NYC to explore a new horizon, culture and trends. ‰ÛÏOne splendid artist is now walking the streets of Manhattan‰Û_‰Ûù",1,ART_EVENT

NIGHTLIFE,"On the disco / house of hardy knuckles and levan / cybernetic / wave jumpin / pimp funkin / prince lovin / intergalactic surfin tip.... 

with your selectors

Jake Reif
Alex from Queens

All night long downstairs.

& Camille BWR all night long upstairs.

Capriccio Disco Version at Black Flamingo.

Let's kiss 2016 goodbye properly.

Dress for style and sweat.

Free Before Midnight

Free for Members All Night",0,NIGHTLIFE

NIGHTLIFE,Come ring the bells on Christmas Eve Eve with Occupy The Disco!,0,NIGHTLIFE

NIGHTLIFE,"Join us on Wednesday night, December 21st for 
Winter Solstice a Celebration of Change! 

* Celebrating Anna B's birthday in collaboration 
with Parties 4 Peace * 

‰ªÇ Masters of Ceremony: 
Ahmed Hashim ( Crew Love) 
Connie Yin ( ReSolute) 
Elon ( KOLEKTi) 
Taimur ( Blkmarket Membership)

During this holiday season, we hope to inspire an exchange of thoughtfulness, generosity, merriment, love and light, and of course‰Û_ some supremely magical dance moves!  For this special eve, P4P and Anna Butler of Techno Breakfast teamed up to co-produce her birthday jubilation and P4P's annual holiday party with some SUPER DUPER sexy house music at Black Flamingo in Brooklyn. 
 
It‰Ûªs a birthday party, a party for peace, and a party for us‰Û_ so lets celebrate change, togetherness and let our sparkles fly!    

NO COVER all night long!
* A portion of bar proceeds benefit P4P + Survivors of the Oakland fire 

HOLIDAY POP UP SHOWCASE by Keeper
Keeper is a unisex conceptual jewelry line fabricated in Brooklyn. Each piece is designed in flight, characterized by its peculiarly classic geometries.  >> http://www.ashleykeeper.com/   <<

PARTIES 4 PEACE TECHNO TREE  DEBUT 
For this festive time of year, also a time of reflection, and embracing another year forward. Techno Tree, symbolizes and celebrates the significance of a community from a genre of music, a community rooted from the art of music.  Image series Techno Tree Remixes by Cheyenne Bosco also on display.  

http://www.parties4peace.com

Artwork by: Ceyda Onal",0,NIGHTLIFE

NIGHTLIFE,"#WIGout hosts NYC house legend jOHNNYDANGEROUs aka Foremost Poets!

FREE for members or till midnight // $10 after // 168 Borinquen Pl. BK
**Dance Floor Cap 70! // Get there early!

Opening Set:: The Wig & Panooc [Good Company Records]

**Grab jOHNNYDANGEROUs's ""House Legends"" comp series on King Street Sounds HERE ---> http://btprt.dj/2hdJCch",0,NIGHTLIFE

FUNDRAISER,"The recent tragedy in Oakland has struck very close to home for many of us here in New York. DIY spaces are an essential part of our culture and allow for free expression, association, and exploration of new ideas outside of an environment fully regulated by law. However, this creates constant difficulties especially as those dwelling in cities face ever increasing prices for both housing, commercial rents, and the investment required to operate fully in compliance with the law.  

99 Sense and RINSED are hosting a benefit for those affected in Oakland and a party where we can gather to celebrate the music and artistic expression that brings us all together and explore how we can move forward as a community to ensure that these spaces can ensure the safety of everyone and prevent withering harrassment from the authorities. 

Funds raised will be donated to the Gray Area Foundation: https://www.youcaring.com/firevictimsofoaklandfiredec232016-706684

DJs  upstairs and downstairs all night and a perfomance by Eartheater

DJs: 
Volvox (Jack Dept)
Blacky II (RINSED)
AKKI
Image Man
David Paglia (Soul Clap Records)
Camille (Beef Wellington Records)
Grier Newlin (99 Sense)

There will be a $20 suggested donation with all profits going to benefit those affected by the Ghost Ship fire.",1,FUNDRAISER

NIGHTLIFE,"FRIDAY, December 9!!
------------------------------------
BODY MUSIC is back at Black Flamingo!!
with
DJs Jesse Mann & Mickey Perez
åÁALL NIGHT LONG! 
------------------------------------
FunkSoulBoogieDiscoHouse
AfroLatinBrazilianTropical 
------------------------------------
Free Before Midnight
Free For Members All Night
$10 after Midnight
------------------------------------",0,NIGHTLIFE

NIGHTLIFE,"Cecily is the wonderful soul that runs the Starvue loft and throws great parties on a wonderful system. She's been playing in NYC for years and we are happy to have her grace our system with her selection. She is a DJ's DJ. And if you dont know......

TORIBIO plays rekerts too",0,NIGHTLIFE

MUSIC_EVENT,"Floating Points (DJ Set)
Chairman Mao
Love on the Run
Turtle Bugg

SOLD OUT
Limited tickets available at the door based on capacity.

21+
Doors at 10PM
Built by MeanRed

There‰Ûªs nothing like a stealth, surprise DJ set from Floating Points to pick up your Tuesday evening. The enigmatic producer throws down a DJ set like none other, always captivating and a sure fire route to glory on the dance floor.

We‰Ûªre doing a low-key, never-gonna-happen-again intimate party with the British musician at South Williamsburg‰Ûªs coziest joint, Black Flamingo.",1,MUSIC_EVENT

NIGHTLIFE,"Clairaudience Holiday Soiree
Clairaudience est 1997

<<<Sunday, December 4th>>>

Black Flamingo,
168 Borinquen Place [South 2nd Ave], BKNY
6:00pm till Midnight
Complimentary Admission w/ RSVP

We bid you Seasons Greetings and request your presence promptly at 6pm upstairs for cocktails and Sole Therapy administered downstairs featuring:

Upstairs:  THE JAM
Excursions into the Rhythms and Melodies of the Past and Present
Heritage est. 2014 / Reborn Sunday, December 4th, 2016

Carlos Sanchez [Eight Ball - The Shop / The Carlos Sanchez Movement]
Michael ""Emjay"" Joseph [Maxi Records / King Street Sounds / WonderBar]
Keith ""Kayo"" Overton [King Street / Satellite Records / 667 Lounge / FiveAnDime]

Downstairs:  ABUSUA
Akan word meaning CLAN:
tribe of group of people claiming common ancestry
Heritage est. 1989 / Reborn Sunday, December 4th, 2016

Kim Lightfoot [ABUSUA & Afterlife]
Spinna [Wonderwax & Wonderful]
Shawn Dub [I Love Vinyl & Human Head Records]

Brought to you by:
Clairity Entertainment
Clairaudience - Circular Motion - FiveAnDime
Almost Underground Productions
TechnoPrimitive Design Group",0,NIGHTLIFE

NIGHTLIFE,"Free Before Midnight 

Free for Members All Night",0,NIGHTLIFE

NIGHTLIFE,"Free Before Midnight 

Free For Members All Night",0,NIGHTLIFE

NIGHTLIFE,"David Paglia & Bamboozle
Special guest: Connie (Resolute)",0,NIGHTLIFE

NIGHTLIFE,"2 FLOORS AT THE BLACK FLAMINGO 

YOU ARE OUR THANKSGIVING   #loveisthemessage

Join us November 23rd for a very special new PARTY designed to emulate the vibe and ambiance of THE GALLERY and BUTTERMILK BOTTOM...
""NATIVE NEW YORKER"" with Nicky Siano & Rebecca Lynn 

Nicky Siano - The Master of Disco Soul is taking over both floors at The Black Flamingo & PLAYING ALL NIGHT LONG!  10pm-4am
 
Party with Rebecca Lynn & Hosted by Evelyn Santos 

The Black Flamingo located at 186 Borinquen Place, Brooklyn, NY  

FREE ADMISSION WITH RSVP AT 
https://nativenewyorktheparty.eventbrite.com

www.nickysiano.com
Twitter  @nickysiano  @misrebeccalynn  
IG: @djnicky54 @missrebeccalynn",0,NIGHTLIFE

NIGHTLIFE,"Paul Raffaele ( Most Excelent untld, Love Injection) and
TORIBIO (538 Rekert Party, ConClave) partner to make this
BIG ASS party.  
small party BIG ASSES.
Free Before Midnight

Free for Members All Night
Bring Dat Ass and your feet will follow.",0,NIGHTLIFE

NIGHTLIFE,"Michelle Lhooq joins the Act Natural for more dancelfoor vibes in a brand new environment.
Support from local legend Nigel Rubirosa (World's Fair) and Act Natural residents Jimmy L & Swami.

ìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙ

Michelle Lhooq

https://soundcloud.com/michellelhooq
https://twitter.com/MichelleLhooq
IG/Snapchat @michellelhooq

https://www.mixcloud.com/thelotradio/the-comeup-with-michelle-lhooq-and-guest-james-k-the-lot-radio-07212016/

ìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙìÙ",0,NIGHTLIFE

NIGHTLIFE,"We're back at Black Flamingo with a very special guest from Detroit, Waajeed aka Jeedo. Hailing from Conant Gardens, Detroit, Waajeed‰Ûªs productions through the years have been known as both inventive and genre-defying. Of recent years and with a more dance floor orientated mindset, Waajeed launched Dirt Tech Records as well as collaborating on tracks with Mad Mike Banks, Theo Parrish and Amp Fiddler.

10PM-4AM

As well as residents, DJ K7, Teleseen, Peter Matson & Jose or Franco.

Free Before Midnight

Free For Members All Night

The soundtrack to a film noir set in 2075 Jo'burg. Africainoir is a party dedicated to left-of-center music from the African diaspora.",0,NIGHTLIFE

NIGHTLIFE,"We're saying goodbye to 2016 by sharing some love on the dancefloor. Twelve NYC DJs are donating their time for the Love is the Message Benefit on 12.30 with all proceeds going to the Trevor Project and the International Refugee Assistance Project.

Line up...

Holy Ghost!
Justin Strauss
Eli Escobar
Amber Valentine
Nomi Ruiz
JD Samson
Ps 118

In the Bad Room-
Stretch Armstrong
DJ Lindsey
DJ Gravy
DJ Soul
Rok One

Photos by Kenny Rodriguez 

Tickets are $20 at the door.

The Trevor Project is the leading national organization providing crisis intervention and suicide prevention services to lesbian, gay, bisexual, transgender and questioning (LGBTQ) young people ages 13-24.

The International Refugee Assistance Project (IRAP) organizes law students and lawyers to develop and enforce a set of legal and human rights for refugees and displaced persons.",0,NIGHTLIFE

NIGHTLIFE,"Good Room presents...
The Range (DJ set)
Jim-E Stack (DJ set)
Doctor Jeep

Tickets - $10 advanced or $15 at the door

Doors 10pm / +21 gig

